Timestamp,student-id,Student Name,Mobile No (Student),Secondary Contact,Email Address,Date of Birth,Date of Joining,Which Course,course category,Branch,Faculty,Mode,From Where Do You Know About Us ?,1508,,
07/07/2025 12:18:16,323,Ananya Nadkarni,8880069965,9990062901,ananyanadkarni913@example.com,,06/07/2025,Kids Course (Module 2),Basic,Vesu,Vansh sir,Offline,Hoarding ,,,
09/07/2025 9:29:58,324,Rachit Hardikar,6660022025,6660023675,,,09/07/2025,Video Editing ,Graphic Designing,Pal,Yash Sir,Online,Friends,,,
11/07/2025 9:30:55,325,Ananya Inamdar,9991124120,,ananyainamdar1797@example.com,,10/07/2025,Scratch Programming,Programming,Vesu,Yash Sir,online,Friends,,,
19/07/2025 10:40:18,326,Riddhi Chandorkar,9990096049,,riddhichandorkar6067@example com,,17/07/2025,Digital Marketing & SEO,Digital Marketing,Citylight,Siddharth sir,Online,Indiamart,,,
20/07/2025 20:51:29,327,Lele Pooja,8882225261,,poojalele4391@example.com,,19/07/2025,Web Designing,Web Designing & Development,Vesu,Trusha,offline,Walkin,,,
23/07/2025 20:29:55,329,Vansh ,6660023993,8880074997,,,23/07/2025,Diploma in Front End Development,Front-end Development,Pal,Yash Sir,,Friend ,,,
24/07/2025 13:17:43,330,JANVI LELE,9991186184,9991117317,,,23/07/2025,C Programming,Programming,Vesu,subin sir,,Friends,,,
28/07/2025 12:21:39,331,Isha Vartak,999001965,,ishavartak1247@example.com,09/04/1998,27/07/2025,Adobe Photoshop,Graphic Designing,Pal,Trusha Mam,offline,Family,,,
01/08/2025 19:10:13,332,Krupa Ganvir,77700912533,9991158851,NA,28/11/1980,31/07/2025,Kids Course,Basic,Citylight,Trusha mam,,old student,,,
05/08/2025 11:45:56,333,Phadke Zeel,9990000092,,zeelphadke8607@example.com,06/12/1978,03/08/2025,full stack development,Web Designing & Development,Pal,Yash sir,,NA,,,
03/08/2025 13:07:00,334,SAMARTH GOKHALE,8880026097,+155501019,,04/05/1986,03/08/2025,Social Media Marketing (DM-2) (M-2 & M-3),Digital Marketing,Pal,Mansi mam,,Relatives ,,,
04/08/2025 14:15:57,335,Priya Ganvir,7770048766,,itâ€™s_priyaganvir3862@example.in,,04/08/2025,Combo Course (Computer Basics & Advanced Excel with Power BI),Combo Course,Vesu,Yash sir,Offline,Friends,,,
05/08/2025 19:26:51,336,Shreya Kelkar,999112792,888225047,,03/05/2000,05/08/2025,Advanced Graphic Designing (6 mths) (with zero module),Graphic Designing,Citylight,Mansi mam,online,Family,,,
09/08/2025 9:51:16,337,Advait Paranjape,8882203639,8882220227,advaitparanjape9310@example.com,22/06/2006,07/08/2025,Advanced Excel (M-1 & M-2),Advanced Excel,Vesu,Yash Kanodia Sir,online,Walk in,,,
07/08/2025 13:59:02,338,Darsh Lele,8880021881,6660056905,,11/08/2004,07/08/2025,Video Editing,Graphic Designing,Citylight,Trusha,Online,Old students,,,
13/08/2025 10:12:30,339,Vedant Tembe,7770091034,,,09/01/1991,11/08/2025,Data Analysis (Online),Data Analysis,Vesu,Yash k,Online,,,,
13/08/2025 14:45:33,340,Sanya Ranadive,9990012540,,,,12/08/2025,Power BI,Data Analysis,Vesu,Vansh sir,,NA,,,
14/08/2025 14:20:12,341,Tirth Tembe,7770030231,99-91161252,,16/01/2003,14/08/2025,Digital Marketing & SEO ,Digital Marketing,Pal,Siddharth sir,Offline,Walkin,,,
16/08/2025 11:10:16,342,dhruv yardi,7770010779,,,,16/08/2025,Advanced Graphic Designing (6 mths),Graphic Designing,Vesu,Subin sir,,Friends,,,
23/08/2025 13:37:33,343,Vansh Oak,7770008894,,,27/06/1984,22/08/2025,Power BI,Data Analysis,Pal,vansh sir,Online,Internet ,,,
02/09/2025 19:53:58,344,Urvi Mahabal,6660081904,8880085548,urvimahabal4862@example.com,09/03/2006,02/09/2025,Combo Course (Computer Basics & Advanced Excel with Power BI),Combo Course,Pal,Trusha mam,,Old student ,,,
09/09/2025 17:17:41,345,Zeel Kelkar,9990089860,999118779,,18/05/2017,08/09/2025,Video Editing,Graphic Designing,Pal,Yash Kanodia Sir,offline,Old student ,,,
08/09/2025 13:36:02,346,hetvi deolekar,9990063919,6660064354,hetvideolekar8838@example.com,19/11/2006,08/09/2025,Video Editing,Graphic Designing,Citylight,subin sir,online,Banner,,,
16/09/2025 13:14:18,347,ANANYA SAHASRABUDDHE,8882287976,,ananyasahasrabuddhe8878@example.com,14/02/2007,16/09/2025,Scratch Programming,Programming,Vesu,Trusha Mam,offline,Banner,,,
19/09/2025 12:28:03,348,Naisha Kelkar,07770074964,,naishakelkar6178@example.com,19/11/1999,19/09/2025,Basic Graphic Designing,Graphic Designing,Citylight,Mansi mam,,Hoarding ,,,
23/09/2025 14:37:26,349,Niyati Dhond,8882231745,9990027574,,,22/09/2025,Computer Basics & Scratch Programming ,Basic,Citylight,SUBIN SIR,Online,Reference ,,,
26/09/2025 17:02:22,350,Joglekar Tanish,9991123712,8880043904,tanishjoglekar3356@example.com,09/12/1980,25/09/2025,10th std school course,school course,Vesu,Siddharth sir,offline,Friends,,,
26/09/2025 12:51:54,351,Devansh Limaye,8880018606,6660071501,devanshlimaye4@example.com,14/03/1986,25/09/2025,Social Media Marketing (DM-2),Digital Marketing,Vesu,Trusha mam,online,Old Enquiry,,,
25/09/2025 17:51:26,352,Kavya Chandorkar,9991174417,7770081479,kavyachandorkar4934@example.com,21/04/2017,25/09/2025,Advanced Graphic Designing (6 mths) (M-1),Graphic Designing,Pal,Subin sir,,Reference ,,,
27/09/2025 14:22:43,353,Keya Talpade,6660078329,8882245443,keyatalpade877@example.com,hand written,27/09/2025,Digital Marketing,Digital Marketing,citylight,Subin sir,Online,Friends,,,
01/10/2025 9:04:27,354,Advait Vartak ,6660007615,9991118986,"advaitvartak3638@example ,com",20/12/2017,30/09/2025,UI & UX development,UI UX Designing,Pal,Siddharth Sir,,,,,
11/10/2025 11:37:04,355,Sanya Bhide ,7770006238,,"sanyabhide6213@example ,com",26/02/1979,10/10/2025,Combo Course (Computer Basics & Advanced Excel with Power BI) (m-1),Combo Course,Vesu,Trusha Mam,,,,,
18/10/2025 11:10:59,356,Pooja Inamdar,+917770076925,777001809,,12/06/1993,17/10/2025,Computer Accounting,Accounting,Citylight,vansh sir,,NA,,,
27/10/2025 19:51:08,357,Vihaan Sahasrabuddhe,8882256692,,vihaansahasrabuddhe9254@example.con,12/05/1983,27/10/2025,Digital Marketing & SEO,Digital Marketing,Vesu,Subin sir,Online,NA,,,
30/10/2025 15:28:07,358,Riddhi Rege,9990067249,,,,30/10/2025,GRAPHIC DESIGNING,Graphic Designing,Vesu,Vansh sir,online,Internet ,,,
03/11/2025 18:05:29,359,Sathaye Pooja (Cancelled) ,09990065503,,poojasathaye1981@example.com,,02/11/2025,Advanced Computer Accounting,Accounting,Vesu,Siddharth Sir,,Friends,,,
06/11/2025 11:47:29,360,Tanvi Velankar ,+155501091,8880025508,NA,18/05/2013,06/11/2025,Advanced Python Programming (5 Modules),Programming,Pal,Yash sir,offline,Old Enquiry,,,
10/11/2025 12:50:43,361,Priya Chaphekar,7770025696,8880056776,,,10/11/2025,Adobe Photoshop,Graphic Designing,Pal,Trusha Mam,Offline,Old Enquiry,,,
15/11/2025 20:03:57,362,Rudra Ahluwalia ,8880085013,,rudraahluwalia8990@example.com,24/05/1980,15/11/2025,C & C++ ,Programming,Vesu,Yash k,online,Friends,,,
16/11/2025 13:19:07,363,Shaurya Rege,7770027337,,,17/01/1980,16/11/2025,Adobe Photoshop,Graphic Designing,Citylight,Yash Sir,,Internet ,,,
18/11/2025 9:23:01,364,Darsh Chaphekar,7770036410,8880016309,darshchaphekar5829@example.con,02/11/1976,18/11/2025,Advanced Excel (M-1 & M-2),Advanced Excel,Pal,SUBIN SIR,offline,Walk in,,,
21/11/2025 18:20:46,365,Sanya Ranadive,9990012540,,,07/12/1980,19/11/2025,Advanced Python Programming (5 Modules) (M-2 & M-3),Programming,Pal,Trusha,,Banner,,,
21/11/2025 16:43:04,366,Keya Mahabal,9990046532,+155501028,keyamahabal3877@example.com,,20/11/2025,Video Editing,Graphic Designing,Pal,subin sir,Offline,Google,,,
24/11/2025 12:08:17,367,Pooja Tembe,8880064824,6660055259,poojatembe6868@example.com,12/05/1987,22/11/2025,Business Analytics ,Data Analysis,NA,SUBIN SIR,Online,Hoarding ,,,
27/11/2025 18:35:43,368,Radhika Bapat,6660077908,9991154560,radhikabapat6209@example.com,01/02/1992,27/11/2025,Canva ,Graphic Designing,Vesu,Vansh Sir,offline,Walkin,,,
07/12/2025 16:20:45,369,Rudra Ahluwalia,88800850139,,rudraahluwalia8990@example.com,24/05/1980,07/12/2025,Business Analytics,Data Analysis,Citylight,Subin sir,offline,NA,,,
10/12/2025 14:37:21,370,Shaurya Wadekar,"8880004714, 9991103053",6660096144,shauryawadekar7337@example.com,24/09/1995,10/12/2025,Advanced Graphic Designing (6 mths) ,Graphic Designing,Pal,Vansh Sir,,Google,,,
13/12/2025 9:46:31,371,Keya Talpade,6660078329,8882245443,keyatalpade877@example.com,04/03/1993,13/12/2025,Basic Computer Accounting (module 2 & 3),Accounting,,Trusha,,Friend ,,,
17/12/2025 16:30:08,372,Tanvi Velankar,8882261029,8880025508,NA,18/05/2013,16/12/2025,C Programming,Programming,Vesu,Trusha,Offline,Walkin,,,
28/12/2025 17:25:02,373,Vedant Ranadive,8880098337,7770048552,vedantranadive854@example.com,19/04/1991,27/12/2025,Full Stack Development,Web Designing & Development,Citylight,Vansh sir,online,Old students,,,
01/01/2026 12:14:57,374,Dhruv Tembe,999114896,777009169,,13/10/1993,30/12/2025,Python Programming,Programming,Pal,Siddharth sir,online,Banner,,,
31/12/2025 20:59:59,375,Dhruv Tembe ,8880078664,9990083028,,21/09/1988,30/12/2025,Video Editing,Graphic Designing,Pal,vansh sir,Online,Old Enquiry,,,
02/01/2026 20:14:13,376,Mansi,9991193043,,riddhioak3778@example.com,02/05/1989,02/01/2026,Advanced Excel (M-1 & M-2),Advanced Excel,Pal,SUBIN SIR,,Social media,,,
06/01/2026 13:07:01,377,Tirth Ganvir,8882204991,7770015306,tirthganvir2083@example.com,,06/01/2026,10th std school course,school course,Citylight,Subin sir,,google,,,
11/01/2026 10:57:28,378,Arnav Bapat,9991120923,,arnavbapat1288@example.con,05/04/1982,09/01/2026,12th Computer Science,school course,citylight,Vansh sir,Online,Social media,,,
11/01/2026 11:11:12,379,Vedant Tembe,777009103,,,09/01/1991,11/01/2026,Video Editing,Graphic Designing,Vesu,Trusha,online,Internet ,,,
16/01/2026 16:28:47,380,Niyati Dhond (cancelled),8882231745,9990027574,,,16/01/2026,Diploma in Web Development,Web Designing & Development,Vesu,SUBIN SIR,,Walkin,,,
19/01/2026 9:36:30,381,Radhika Bapat,6660077908,9991154560,radhikabapat6209@example.com,01/02/1992,19/01/2026,Full Stack Development (m-1),Web Designing & Development,Pal,Trusha mam,,Friends,,,
27/01/2026 12:00:02,382,Zeel Jamdar,8882260114,9991116952,,17/06/1972,25/01/2026,Advance Excel,Advanced Excel,Pal,SUBIN SIR,offline,Old Enquiry,,,
06/02/2026 13:18:29,383,Jiya Dhond (Cancelled) ,9991154464,88800459777,jiyadhond9116@example.com,,05/02/2026,Advance Excel,Advanced Excel,Citylight,Mansi mam,online,,,,
10/02/2026 17:49:52,384,Pooja Lele,8882225261,,poojalele4391@example.com,,09/02/2026,Computer Accounting (6 months),Accounting,Vesu,SUBIN SIR,Offline,Banner,,,
10/02/2026 19:33:48,385,Aarav Ranadive,9990091911,,aaravranadive8591@example.com,12/09/1980,10/02/2026,Social Media Marketing (DM-2) (with zero module),Digital Marketing,Pal,Trusha Mam,offline,Walkin,,,
12/02/2026 17:53:31,386,Tanish Karnik,+155501019,6660068055---8880085860,,10/12/2016,12/02/2026,C & C++ (6 months),Programming,Pal,Siddharth Sir,Online,NA,,,
12/02/2026 10:53:41,387,Lakshya Gokhale,999115854,,lakshyagokhale8893@example.com,24/08/1994,12/02/2026,11th IP,school course,NA,Yash Sir,offline,Internet ,,,
17/02/2026 16:21:09,388,Charvi Limaye,9991138721,8880028245,,,15/02/2026,Basic Computer Accounting,Accounting,Vesu,Siddharth Sir,offline,Old students,,,
19/02/2026 18:13:05,389,Namra Sahasrabuddhe,8880042374,7770039655,namrasahasrabuddhe9031@example.com,04/01/2010,19/02/2026,Kids Course (module 2 & 3),Basic,NA,Trusha mam,Online,Reference ,,,
19/02/2026 13:04:59,390,Manan Inamdar,9990076248,,,13/02/1996,19/02/2026,UI & UX DEVELOPMENT,UI UX Designing,Vesu,subin sir,Online,Old student ,,,
09/03/2026 19:53:14,391,Kavya Dandekar,7770088314,,kavyadandekar7970@example.com,26/01/1992,09/03/2026,PYTHON OOP,Programming,Citylight,Yash Sir,Online,Friend ,,,
20/03/2026 17:42:54,392,Ishan Sathaye,9991141116,7770000460,ishansathaye4697@example.com,15/09/2010,20/03/2026,Professional Office & Generative AI Essentials module 2,Basic,Pal,vansh sir,,Friends,,,
29/03/2026 12:01:53,393,Jainam Bhide,6660047369,,jainambhide3680@example.com,,29/03/2026,Canva module 2,Graphic Designing,Pal,Siddharth sir,offline,NA,,,
01/04/2026 11:26:12,394,Naisha Kelkar,777003495,,,17/11/1975,30/03/2026,Adv. Cert. in Data Analytics & Data Science,advanced certificate course,Citylight,Mansi mam,,Others,,,
05/04/2026 17:20:39,395,Inamdar Riddhi,07770061689,9991157160,,26/04/1984,05/04/2026,Ecommerce Developer & SEO Specialist Program (Online),Digital Marketing,Vesu,Yash Sir,,NA,,,
09/04/2026 12:36:22,396,jainam jamdar,,,,,09/04/2026,Advanced Excel,Advanced Excel,Pal,vansh sir,offline,Others,,,
15/04/2026 9:45:35,397,Tanish Joglekar,9991123712,8880043904,tanishjoglekar3356@example.com,09/12/1980,14/04/2026,12th computer science,school course,Vesu,Vansh Sir,Online,Friends,,,
15/04/2026 11:18:29,398,Riddhi Phadke,8882298393,8880051477,,18/04/2007,15/04/2026,advanced excel & power bi,Advanced Excel,Citylight,Siddharth Sir,,Hoarding / Banners / Walk ins,,,
20/04/2026 15:50:01,399,Bhavya Paranjape,+8188822099856,9990078411,bhavyaparanjape8540@example.com,18/11/1974,18/04/2026,Social Media Content & Ad Architect,Graphic Designing,Citylight,Yash k,Online,NA,,,
24/04/2026 9:08:49,400,Hardikar Priya ,9991112168,,priyahardikar3160@example.com,19/06/2002,23/04/2026,Agentic AI & Automation Specialist,advanced certificate course,Citylight,Siddharth Sir,Online,Google/Social Media,,,
01/05/2026 19:13:16,401,Yashvi Lele ,88-82278874,,yashvilele4117@example.com,24/01/1985,01/05/2026,Ecommerce Developer & SEO Specialist Program,Digital Marketing,Pal,Yash sir,Online,Online (Google / Social Media),,,
02/05/2026 20:44:46,402,Siddhi Ubhaykar,7770090450,08880047374,siddhiubhaykar5260@example.com,,02/05/2026,Advanced Graphic Designing (6 months),Graphic Designing,Pal,Trusha Mam,,Hoarding / Banners / Walk ins,,,
04/05/2026 11:36:55,403,Mahek Ranadive,6660085812,,,13/05/1991,04/05/2026,Advanced Data Analytics,Data Analysis,Vesu,Vansh sir,Offline,Old Students,,,
08/05/2026 18:54:33,404,Tirth Tembe ,7770030231,9991161252,,,07/05/2026,Advanced Data Analytics,Data Analysis,Pal,Yash Kanodia Sir,online,NA,,,
20/05/2026 15:56:16,405,Tirth Tembe,7770030231,9991161252,,Given,20/05/2026,Tally Prime with GST,Accounting,Pal,Siddharth Sir,online,Old Students,,,
22/05/2026 15:18:30,406,Jiya Sahasrabuddhe,6660007654,,jiyasahasrabuddhe2722@example.com,,22/05/2026,Advanced Certificate in Data Analytics & Data Science,Data Science & AI,Citylight,Siddharth sir,Online,Others,,,
23/05/2026 12:40:33,407,Raghav Nadkarni,8880027969,6660034248,raghavnadkarni5272@example.com,,23/05/2026,Professional Office & Generative AI Essentials,Basic,Citylight,Mansi mam,online,Hoarding / Banners / Walk ins,,,
25/05/2026 16:50:19,408,Tanish Lele,7770005129,8880031866,tanishlele2407@example.com,,25/05/2026,ECOMMERCE DEVELOPER & SEO SPECIALIST PROGRAM,Digital Marketing,Citylight,Trusha,offline,Old Students,,,
05/06/2026 18:52:20,409,Aarav Jamdar,9991182813,9991110841,,,04/06/2026,Social Media Content & Ad Architect,Graphic Designing,Vesu,Trusha Mam,Offline,Hoarding / Banners / Walk ins,,,
04/06/2026 20:23:34,410,urvi mahabal,6660081904,8880085548,urvimahabal4862@example.com,,04/06/2026,Tally Prime with GST,Accounting,vesu,Yash Sir,online,NA,,,
06/06/2026 16:41:26,411,Mihir Bapat,8880072304,,mihirbapat3403@example.com,17/05/1998,05/06/2026,Computer Basics & Generative AI Foundation,Basic,Citylight,Vansh sir,Offline,Old Students,,,
08/06/2026 10:48:39,412,Vedant Chandorkar ,8882221840,9990000411,vedantchandorkar2883@example.com,,08/06/2026,BUSINESS ANALYTICS,Data Analysis,Pal,Trusha,Online,Online (Google / Social Media),,,
09/06/2026 13:10:50,413,Pooja Lele ,8882225261,,poojalele4391@example.com,,08/06/2026,Basic Graphic Designing,Graphic Designing,Citylight,Trusha mam,online,Others,,,
13/06/2026 12:41:05,414,Kavya Chandorkar,9991174417,77700814793,kavyachandorkar4934@example.com,21/04/2017,12/06/2026,AI & DATA SCIENCE PROFESSIONAL,advanced certificate course,Vesu,Yash sir,offline,Friends,,,
19/06/2026 17:28:49,415,VIHAAN SAHASRABUDDHE ,8882256692,,vihaansahasrabuddhe9254@example.con,12/05/1983,18/06/2026,Canva,Graphic Designing,Pal,Yash Kanodia Sir,online,Online (Google / Social Media),,,
18/06/2026 12:08:33,416,Niyati Marathe,99900502793,9990080637,,08/01/1981,18/06/2026,Canva,Graphic Designing,Citylight,Siddharth sir,offline,Google/Social Media,,,
21/06/2026 11:34:04,417,Lakshya Gokhale,9991158546,,lakshyagokhale8893@example.com,24/08/1994,21/06/2026,Professional Office & Generative AI Essentials,Basic,Vesu,Mansi mam,,Online (Google / Social Media),,,
23/06/2026 15:39:10,418,Hetvi Gokhale,8882227279,9991120178,hetvigokhale2273@example.com,09/03/2016,23/06/2026,Social Media Content & Ad Architect,Graphic Designing,Vesu,Subin sir,offline,NA,,,
30/06/2026 11:35:32,419,Niyati Marathe,9990050279,9990080637,,,30/06/2026,Advanced Excel & Power BI,Advanced Excel,Vesu,Vansh sir,Online,Google/Social Media,,,
08/07/2026 11:05:42,420,Shreya Ranadive (cancelled),9991102236,8882246232,,,06/07/2026,Tally Prime with GST ,Accounting,Citylight,vansh sir,Offline,Others,,,
08/07/2026 18:48:19,421,Zeel Vartak ,8882289641,+8199911747164,zeelvartak7920@example.com,16/08/1991,08/07/2026,Advanced Certificate in Data Analytics & Data Science,Data Science & AI,Citylight,Trusha,online,Online (Google / Social Media),,,
11/07/2026 16:07:27,422,Kavya Inamdar ,8882218327,9991164842,,11/12/1994,11/07/2026,tally prime with gst,Accounting,Vesu,Subin Sir,online,Online (Google / Social Media),,,
16/07/2026 10:57:58,423,rudra nene ,9991159261,999111062,rudranene7224@example.com,15/09/2015,14/07/2026,ADVANCED EXCEL,Advanced Excel,Pal,Vansh Sir,offline,Hoarding / Banners / Walk ins,,,
25/07/2026 16:00:39,424,Priya Ranadive,8882238616,9991188583,,,25/07/2026,advanced excel,Advanced Excel,Citylight,Mansi Mam,,Old Students,,,
30/07/2026 20:30:05,425,Anish Deolekar (admission Cenceled),8880084127,,anishdeolekar3404@example.com,09/01/1973,30/07/2026,Canva,Graphic Designing,Vesu,Yash sir,online,Online (Google / Social Media),,,
