Timestamp,Name for Google Contacts,Which Course do you want to Learn ?,Student Name,Mobile No (Student),Mobile No (Father / Guardian),Student Address,Education Level,From Where Do You Know About Us ?,Presently What Are you Doing ?,Preferred Branch ,Preferred Days,Preferred Batch Time,Faculty,Receipt ID,Email Address,Date of Birth,Date of Admission,Mobile No (Mother / Guardian),Any Other Notes,Education Details,Student Photo,Admission Form Photo,Residential Area,Pincode,Coupons Given?
19/06/2025 15:21:28,Niyati Mahabal-Vesu-Basic Computer Accounting,Basic Computer Accounting,Niyati Mahabal (cancelled),9991163268,,"D-687, Proxy Paradise, Parle point",B.C.A,Family,Business / Job,Vesu,"Monday, Wednesday, Friday",01:00 To 02:00,Siddharth Sir,275,niyatimahabal704@example.com,,19/06/2025,,,10th completed ,https://drive.google.com/file/d/1d7V750TPhS6ZKgzt42Jxb1C2P0iu5J9Z/view?usp=drive_link,,Piplod,394210,
20/06/2025 15:48:11,Garv Velankar-Pal-C Programming (6 months),C Programming (6 months),Garv Velankar,6660051833,6660042284,"C-882, Trial Towers, Palanpur",Bcom,old student,Housewife,Pal,"Monday, Wednesday, Friday",03:00 To 04:00,Yash Sir,439,,01/05/1978,20/06/2025,,,BBA,https://drive.google.com/file/d/1PxZ_XBrxNDNqWl8lGNNJlXeodgCFYuee/view?usp=drivesdk,https://drive.google.com/file/d/10FPMnQv_tVJZeKsaQzJnddrsE0kU1PvX/view?usp=drivesdk,Adajan,395001,
27/06/2025 17:10:56,Dhruv Sathaye-Citylight-Advanced Certificate in Python Development & Generative AI,Advanced Certificate in Python Development & Generative AI,Dhruv Sathaye (admission cancelled all refunded),8880077844,,"C-500, Dummy Darshan, Katargam",MBA,Friend ,Business,Citylight,"Monday, Wednesday, Friday",06:00 To 07:00,Mansi Mam,440,,,26/06/2025,,,Graduation ,,https://drive.google.com/file/d/1pWE-wvnFPSBlF8vHg1qALvbFWVTsZmwf/view?usp=drive_link,Pal,394210,
30/06/2025 13:17:04,Vihaan Sahasrabuddhe-Vesu-Core Python Programming,Core Python Programming,Vihaan Sahasrabuddhe,8882256692,,"G-141, Testvan Residency, Palanpur",10th completed,,Business,Vesu,"Tuesday, Thursday, Saturday",12:00 To 01:00,Siddharth Sir,278,vihaansahasrabuddhe9254@example.con,12/05/1983,30/06/2025,9990013537,,12th commerce,,,Ghodhod road,395017,
07/07/2025 12:18:16,Ananya Nadkarni-Vesu-Kids Course (Module 2),Kids Course (Module 2),Ananya Nadkarni,8880069965,9990062901,"B-857, Synthetic Square, Althan",11th ,Internet ,Business,Vesu,"Tuesday, Thursday, Saturday",03:00 To 04:00,Vansh Sir,279,ananyanadkarni913@example.com,13/07/1982,06/07/2025,6660049076,,10th completed ,,,Vesu,395006,
09/07/2025 9:29:58,Rachit Hardikar-vesu-Video Editing ,Video Editing ,Rachit Hardikar ,6660022025,6660023675,"C-208, Fixture Villa, Udhna",MBA,Walk in,Student ,vesu,All Days,10:00 To 11:00,Siddharth sir,441,,,09/07/2025,,,12th commerce,https://drive.google.com/file/d/1cANpH0dIeTtuCTRO3TsnGlq5eU_zSdUV/view?usp=drive_link,,Vesu,395017,
11/07/2025 9:30:55,Ananya Inamdar-Vesu-Scratch Programming,Scratch Programming,Ananya Inamdar,9991124120,,,9th std,Banner,Teacher,Vesu,"Monday, Wednesday, Friday",12:00 To 01:00,Trusha,280,ananyainamdar1797@example.com,03/10/2011,10/07/2025,,,8th std,https://drive.google.com/file/d/1lCd7E1uESF1zpPINQZmO8_JV06ZnKyci/view?usp=drivesdk,https://drive.google.com/open?id=1tHIazf4MWOePOO7KyWeBa4TP9YAmk-9r,Palanpur,395001,
19/07/2025 10:40:18,Riddhi Chandorkar-Citylight-Digital Marketing & SEO,Digital Marketing & SEO,Riddhi Chandorkar ,9990096049,,"G-911, Sample Heights, Adajan",11,,Other ,Citylight,"Monday, Wednesday, Friday",07:00 To 08:00,Siddharth sir,213,riddhichandorkar6067@example com,04/08/1984,17/07/2025,+8177700126261,,10th completed ,,https://drive.google.com/file/d/1jKKu91MnSB8kAE4Lv2nWw6hYlRx-u15x/view?usp=drivesdk,Althan,305007,
20/07/2025 20:51:29,Pooja Lele-Vesu-Web Designing,Web Designing,Pooja Lele,8882225261,,"E-872, Dummy Darshan, Pandesara",10th completed,Reference ,Student,Vesu,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",05:00 To 06:00,Vansh Sir,281,poojalele4391@example.com,25/06/1976,19/07/2025,7770014583,,,https://drive.google.com/open?id=1MDToCH2rtATsrjH7OW5zQUTIBSeyeOB6,,Pal,394210,
23/07/2025 20:29:55,Vansh-Pal-Diploma in Front End Development,Diploma in Front End Development,vansh,6660023993,8880074997,"E-683, Proxy Paradise, Udhna",12th completed ,Old students,Business,Pal,"Tuesday, Thursday, Saturday",01:00 To 02:00,Mansi Mam,443,,07/01/1989,23/07/2025,,,12th commerce,,,Piplod,395001,
24/07/2025 13:17:43,Janvi Lele-Vesu-C Programming,C Programming,Janvi Lele ,9991186184,"9991117317, 7770003131","E-712, Fixture Villa, Pal",10,Relatives ,NA,Vesu,All Days,12:00 To 01:00,Siddharth Sir,282,,20/06/2008,23/07/2025,,,,https://drive.google.com/file/d/1VQkeO1qNOH1Ksjm1nTaXodCjcUTBGE4p/view?usp=drivesdk,https://drive.google.com/open?id=1G0Uuf4jUu6Ra3Hf2X6m8BzoQoqRnLl28,Vesu,395007,
28/07/2025 12:21:39,Isha Vartak-Pal-Adobe Photoshop,Adobe Photoshop,Isha Vartak,+8199900196583,,"G-380, Mocklight Apartments, Jahangirpura",Graduation ,Hoarding ,Freelance,Pal,"Monday, Wednesday, Friday",12:00 To 01:00,Trusha mam,445,ishavartak1247@example.com,09/04/1998,27/07/2025,,,8th std,,,Althan,395006,
01/08/2025 19:10:13,Krupa Ganvir-Vesu-Kids Course,Kids Course,Krupa Ganvir,777009125,9991158851,"A-649, Placeholder Palace, Ghodhod road",11th ,Friends,Student ,Vesu,"Monday, Wednesday, Friday",11:00 To 12:00,Mansi mam,218,NA,28/11/1980,31/07/2025,,,10th completed ,,,Adajan,395007,
05/08/2025 11:45:56,Zeel Phadke-Pal-full stack development,full stack development,Zeel Phadke,9990000092,,"G-561, Trial Towers, Pandesara",11th ,Hoarding ,NA,Pal,All Days,03:00 To 04:00,SUBIN SIR,448,zeelphadke8607@example.com,06/12/1998,03/08/2025,,,8th std,,https://drive.google.com/file/d/1wm9Ef6BHZByXLE97pMVKLbyriS3z3MIe/view?usp=drivesdk,Katargam,394510,
03/08/2025 13:07:00,Samarth Gokhale-Pal-Social Media Marketing (DM-2) (M-2 & M-3),Social Media Marketing (DM-2) (M-2 & M-3),samarth gokhale,8880026097,9991169660,"B-1182, Proxy Paradise, Magdalla",BBA,Walk in,Job,Pal,All Days,04:00 To 05:00,Trusha Mam,450,,04/05/1986,03/08/2025,,,BBA,,https://drive.google.com/file/d/1YU8L13rMpCrdnh9ILxmlT-ov4iUfxH8o/view?usp=drivesdk,Adajan,0194520,
04/08/2025 14:15:57,Priya Ganvir-Vesu-Combo Course (Computer Basics & Advanced Excel with Power BI),Combo Course (Computer Basics & Advanced Excel with Power BI),Ganvir Priya,7770048766,,"E-204, Faux Fortune, Bhatar",Diploma,Social Media ,student,Vesu,"Tuesday, Thursday, Saturday",11:00 To 12:00,Vansh sir,283,itâ€™s_priyaganvir3862@example.in,22/07/2015,04/08/2025,7770070895,,Graduation ,https://drive.google.com/file/d/1tf4sdAk3nZhGPpXWZuG9bTzA9JO65YEJ/view?usp=drivesdk,https://drive.google.com/file/d/1fRisFCFhvjiPCU_0x_iX_bLmotLl1Z1p/view?usp=drivesdk,Pal,0194520,
05/08/2025 19:26:51,Shreya Kelkar-Citylight-Advanced Graphic Designing (6 mths) (with zero module),Advanced Graphic Designing (6 mths) (with zero module),Shreya Kelkar ,9991127927,,"D-826, Example Estate, Pandesara",,Google,Business,Citylight,All Days,01:00 To 02:00,Siddharth sir,220,,03/05/2000,05/08/2025,9991118011,,12th commerce,,,,0194520,
09/08/2025 9:51:16,Advait Paranjape-Vesu-Advanced Excel (M-1 & M-2),Advanced Excel (M-1 & M-2),Paranjape Advait ,8882203639---7770007257,8882220227,,Graduate,,Student ,Vesu,All Days,"02:00 To 03:00, 06:00 To 07:00",Vansh Sir,284,advaitparanjape9310@example.com,22/06/2006,07/08/2025,8882207751,,Bcom,https://drive.google.com/file/d/1Pyxy_tSi9TAzOmFk9gREbHz9dC0JTItA/view?usp=drivesdk,https://drive.google.com/file/d/1Jbt2cIbrcGbueAkM1SCk7YHE8W8Gh2p-/view?usp=drivesdk,Citylight,394210,
07/08/2025 13:59:02,Darsh Lele-Citylight-Video Editing,Video Editing,Darsh Lele,8880021881,6660056905,"F-324, Sample Heights, Varachha",10th completed,,Freelance,Citylight,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",06:00 To 07:00,Trusha mam,224,,,07/08/2005,,,8th std,https://drive.google.com/open?id=11jG4d0kcxxEtR1ov9KSb0ldJjRZN8mBM,,Pal,395001,
13/08/2025 10:12:30,Vedant Tembe-Vesu-Data Analysis (Online),Data Analysis (Online),Vedant Tembe,7770091034,,"D-1156, Notional Nivas, Pandesara",B.C.A,Friends,student,Vesu,"Tuesday, Thursday, Saturday",12:00 To 01:00,SUBIN SIR,285,,09/01/1991,11/08/2025,,,12th commerce,,https://drive.google.com/file/d/1IH5zfagifxB2e5E1pp9IPl_5pz48HmMW/view?usp=drive_link,Pandesara,395001,
13/08/2025 14:45:33,Sanya Ranadive-Vesu-Power BI,Power BI,Sanya Ranadive ,9990012540,,,NA,Friends,Student,Vesu,"Monday, Wednesday, Friday",02:00 To 03:00,Trusha,289,,07/12/1980,12/08/2025,,,Graduation ,,,Udhna,395005,
14/08/2025 14:20:12,Tirth Tembe-vesu-Digital Marketing & SEO ,Digital Marketing & SEO ,Tirth Tembe,7770030231,9991161252,"F-1068, Example Estate, Citylight",Post Graduation,Social media,Business / Job,vesu,All Days,03:00 To 04:00,Mansi mam,452,,16/01/2003,14/08/2025,9990036531,,BBA,https://drive.google.com/open?id=16KXmWBX9tQyKYecP1hgIDyFQPAIDnUgV,,Varachha,395005,
16/08/2025 11:10:16,Dhruv Yardi-pal-Advanced Graphic Designing (6 mths),Advanced Graphic Designing (6 mths),Dhruv Yardi ,7770010779,,"E-318, Fixture Villa, Jahangirpura",12,Internet ,Housewife,pal,All Days,07:00 To 08:00,Trusha Mam,291,,,16/08/2025,,,10th completed ,,https://drive.google.com/file/d/1nmB2izko8jQbivGFRyTVZPjGAliMN7Ns/view?usp=drive_link,Palanpur,395007,
23/08/2025 13:37:33,Vansh Oak-Pal-Power BI,Power BI,Vansh Oak ,7770008894,,"G-284, Stub Sankul, Bhatar",10th completed,Walkin,Business / Job,Pal,"Tuesday, Thursday, Saturday",02:00 To 03:00,Vansh sir,453,,27/06/1984,22/08/2025,,,Bcom,https://drive.google.com/file/d/1G4BReD4JL-sCIa4CUWhuNIpvdybLb2Ns/view?usp=drive_link,,Althan,0194520,
02/09/2025 19:53:58,Urvi Mahabal-Pal-Combo Course (Computer Basics & Advanced Excel with Power BI),Combo Course (Computer Basics & Advanced Excel with Power BI),Urvi Mahabal,6660081904,8880085548,"F-1172, Specimen Skyline, Katargam",Bcom,Internet ,Student ,Pal,"Tuesday, Thursday, Saturday",07:00 To 08:00,Trusha mam,454,urvimahabal4862@example.com,09/03/2006,02/09/2025,,,Graduation ,,https://drive.google.com/file/d/1skCdeoTKssog08xGqBZg4Q-fdsG6kZSu/view?usp=drive_link,Palanpur,395017,
09/09/2025 17:17:41,Zeel Kelkar-Pal-Video Editing,Video Editing,zeel kelkar ,9990089860,9991187796,"B-570, Placeholder Palace, New citylight",9,Social Media ,Student,Pal,"Monday, Wednesday, Friday",02:00 To 03:00,Subin Sir,455,,18/05/2017,08/09/2025,,,,https://drive.google.com/file/d/1V2_RzmLxv4n-pnERSiImqfRff8x6tyOT/view?usp=drivesdk,https://drive.google.com/file/d/1v_63N_nPSZP0AyEa2OUKHySM6I96Jmg7/view?usp=drivesdk,Pal,395001,
08/09/2025 13:36:02,Hetvi Deolekar-Citylight-Video Editing,Video Editing,Hetvi Deolekar,09990063919,6660064354,"C-1118, Faux Fortune, Katargam",10th completed,Internet ,Student,Citylight,"Tuesday, Thursday, Saturday",01:00 To 02:00,Subin sir,225,hetvideolekar8838@example.com,,08/09/2025,,,,https://drive.google.com/file/d/1YxLqSceyoC8FQoyNK7GOCQamL9Auhx0k/view?usp=drive_link,https://drive.google.com/open?id=1RH-Z-_n7gPVdxzwab77G4i4rIzVjhtGQ,Althan,0194520,
16/09/2025 13:14:18,Ananya Sahasrabuddhe-Vesu-Scratch Programming,Scratch Programming,Ananya Sahasrabuddhe ,8882287976---7770014714,,"F-1046, Proxy Paradise, Ghodhod road",Bcom,Friends,Freelance,Vesu,"Monday, Wednesday, Friday",01:00 To 02:00,Mansi mam,295,ananyasahasrabuddhe8878@example.com,14/02/2007,16/09/2025,,,Bcom,https://drive.google.com/file/d/1VSAbTVd1_6W-PUgsMoX4QcJD8yCrD2vC/view?usp=drive_link,https://drive.google.com/file/d/1qR_iJWLqXNFVsI10kpQNvP8JaLXx3j3p/view?usp=drive_link,Varachha,395007,
19/09/2025 12:28:03,Naisha Kelkar-Citylight-Basic Graphic Designing,Basic Graphic Designing,Naisha Kelkar,7770074964,,"G-1072, Testvan Residency, Umra",Post Graduation,Social media,Job,Citylight,"Monday, Wednesday, Friday",04:00 To 05:00,Yash sir,228,naishakelkar6178@example.com,19/11/1999,19/09/2025,,,,,,Pandesara,395006,
23/09/2025 14:37:26,Niyati Dhond-Citylight-Computer Basics & Scratch Programming ,Computer Basics & Scratch Programming ,Niyati Dhond,8882231745,9990027574,"G-739, Fixture Villa, Parle point",12,Family,Housewife ,Citylight,"Monday, Wednesday, Friday",03:00 To 04:00,Siddharth sir,229,,03/03/2006,22/09/2025,,,10th completed ,,,Pal,395007,
26/09/2025 17:02:22,Tanish Joglekar-Citylight-10th std school course,10th std school course,Tanish Joglekar,9991123712,+8188800439041,"B-492, Example Estate, Adajan",B.C.A,,Freelance,Citylight,"Monday, Wednesday, Friday",01:00 To 02:00,Siddharth sir,231,tanishjoglekar3356@example.com,09/12/1980,25/09/2025,,,BBA,,,Citylight,395001,
26/09/2025 12:51:54,Devansh Limaye-Vesu-Social Media Marketing (DM-2),Social Media Marketing (DM-2),Devansh Limaye ,8880018606,6660071501,"G-384, Stub Sankul, Citylight",,Banner,Freelance,Vesu,"Tuesday, Thursday, Saturday",05:00 To 06:00,Vansh Sir,296,devanshlimaye4@example.com,,25/09/2025,,,,,https://drive.google.com/file/d/1Wfm2iVp9S-Cv2-LdN-N5TJClmyfWx-6Q/view?usp=drivesdk,Udhna,395005,
25/09/2025 17:51:26,Kavya Chandorkar-Pal-Advanced Graphic Designing (6 mths) (M-1),Advanced Graphic Designing (6 mths) (M-1),Chandorkar Kavya,9991174417,7770081479,"C-264, Faux Fortune, Vesu",11th ,Hoarding ,Teacher,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",04:00 To 05:00,Trusha,456,kavyachandorkar4934@example.com,,25/09/2025,,,8th std,,,Rander,394210,
27/09/2025 14:22:43,Keya Talpade-Vesu-Digital Marketing,Digital Marketing,Keya Talpade,6660078329,8882245443,"E-680, Faux Fortune, Bhatar",Graduate,old student,Business / Job,Vesu,All Days,03:00 To 04:00,Trusha mam,297,keyatalpade877@example.com,04/03/1993,27/09/2025,,,8th std,,,Althan,39500,
01/10/2025 9:04:27,Advait Vartak-Pal-UI & UX development,UI & UX development,Advait Vartak,+8166600076156,99911189861,,Graduation ,Hoarding ,Student ,Pal,All Days,12:00 To 01:00,Subin Sir,0457,"advaitvartak3638@example ,com",20/12/2017,30/09/0025,,,10th completed ,https://drive.google.com/file/d/1jXRsnzIKg2FGa5NPqNg_ZaIIT8qUu_8W/view?usp=drive_link,https://drive.google.com/file/d/1qkm2ksVadTtMpqe6eHRe--r96Nyq7vR2/view?usp=drivesdk,Adajan,395009,
11/10/2025 11:37:04,Sanya Bhide-Vesu-Combo Course (Computer Basics & Advanced Excel with Power BI) (m-1),Combo Course (Computer Basics & Advanced Excel with Power BI) (m-1),sanya bhide,7770006238,,"G-186, Mocklight Apartments, Adajan",10,Social Media ,Business,Vesu,"Tuesday, Thursday, Saturday",12:00 To 01:00,Trusha,298,"sanyabhide6213@example ,com",,10/10/2025,,,Graduation ,https://drive.google.com/file/d/1g-CaVqxtvnKS9WjeMXtsCFC8SHF2HdON/view?usp=drive_link,,Bhatar,0194520,
18/10/2025 11:10:59,Pooja Inamdar-Citylight-Computer Accounting,Computer Accounting,Pooja Inamdar,7770076925,7770018090,"C-1028, Notional Nivas, Udhna",11th ,Indiamart,Business,Citylight,All Days,04:00 To 05:00,Mansi mam,233,,12/06/1993,17-10-2025,,,,,https://drive.google.com/file/d/1a9WJKpAhccvrzdV68kltwynN65yCv8H2/view?usp=drive_link,Rander,395001,
27/10/2025 19:51:08,Vihaan Sahasrabuddhe-Vesu-Digital Marketing & SEO,Digital Marketing & SEO,Vihaan Sahasrabuddhe ,8882256692,,"G-141, Testvan Residency, Palanpur",Graduate,Indiamart,Job,Vesu,"Monday, Wednesday, Friday",02:00 To 03:00,Mansi Mam,299,vihaansahasrabuddhe9254@example.con,,27/10/2025,9990013537,total fees: 27000/-,,,https://drive.google.com/open?id=1A92Bd4IR-fwkLWFEB06E34h-arDvjmvJ,Ghodhod road,395017,
30/10/2025 15:28:07,Riddhi Rege-Vesu-GRAPHIC DESIGNING,GRAPHIC DESIGNING,Riddhi Rege,9990067249,,"B-957, Faux Fortune, Rander",Post Graduation,Friend ,student,Vesu,"Tuesday, Thursday, Saturday",04:00 To 05:00,Trusha Mam,302,,25/08/2004,30/10/2025,,,8th std,,https://drive.google.com/file/d/1DZjaddCQ3AZMc8q5Ww3mJuRkH97b75WT/view?usp=drivesdk,Palanpur,395009,
03/11/2025 18:05:29,Pooja Sathaye-Vesu-Advanced Computer Accounting,Advanced Computer Accounting,Pooja Sathaye (Cancelled),9990065503,,"G-1148, Notional Nivas, Palanpur",10,Family,,Vesu,"Monday, Wednesday, Friday",10:00 To 11:00,Mansi Mam,303,poojasathaye1981@example.com,20/01/1983,02/11/2025,,,,,https://drive.google.com/open?id=1TaEZExuTTov_Kgr8plM7Eprq9LEOjxnO,New citylight,394210,
06/11/2025 11:47:29,Tanvi Velankar-Pal-Advanced Python Programming (5 Modules),Advanced Python Programming (5 Modules),Tanvi Velankar,8882261029,888002550,"A-1041, Testvan Residency, Bhatar",11th ,Indiamart,student,Pal,"Tuesday, Thursday, Saturday",03:00 To 04:00,Siddharth sir,458,NA,18/05/2013,06/11/2025,8882290916,,BBA,,https://drive.google.com/file/d/1tdpD37ILgAMJSsV1reMVEouS3KR3U11s/view?usp=drive_link,Pandesara,394210,
10/11/2025 12:50:43,Priya Chaphekar-Pal-Adobe Photoshop,Adobe Photoshop,Priya Chaphekar,7770025696,8880056776,"F-1009, Notional Nivas, Citylight",10th completed,Reference ,NA,Pal,"Monday, Wednesday, Friday",10:00 To 11:00,Siddharth sir,459,,01/11/1999,10/11/2025,,,8th std,,https://drive.google.com/file/d/1SMvdVsH6Jwih1kRG8zZI2TaGoGPZHEE0/view?usp=drive_link,Parle point,,
15/11/2025 20:03:57,Rudra Ahluwalia-Vesu-C & C++ ,C & C++ ,Rudra Ahluwalia ,8880085013,,"C-1151, Testvan Residency, Palanpur",B.C.A,Walkin,Business,Vesu,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",11:00 To 12:00,Subin Sir,304,rudraahluwalia8990@example.com,,15/11/2025,,,Bcom,,https://drive.google.com/file/d/1TE1dROhODZwtn3HJBiake0J6yDzhTOFT/view?usp=drive_link,Piplod,395007,
16/11/2025 13:19:07,Shaurya Rege-Pal-Adobe Photoshop,Adobe Photoshop,Shaurya Rege,+917770027337,,"D-1000, Notional Nivas, Pandesara",10th completed,Social Media ,student,Pal,All Days,01:00 To 02:00,Yash Kanodia Sir,460,,17/01/1980,16/11/2025,,,Bcom,https://drive.google.com/file/d/1m5QC6XkVrIpq4nGNUW3nTN_8X1xgMNyl/view?usp=drivesdk,,Althan,395001,
18/11/2025 9:23:01,Darsh Chaphekar-Pal-Advanced Excel (M-1 & M-2),Advanced Excel (M-1 & M-2),darsh chaphekar,7770036410,8880016309,"C-187, Sandbox Sadan, Althan",10th completed,Old student ,Business,Pal,"Monday, Wednesday, Friday",11:00 To 12:00,Trusha Mam,461,darshchaphekar5829@example.con,02/11/1976,18/11/2025,,,Graduation ,https://drive.google.com/file/d/1hk4F3OCjAfgAoqG2OmPGBEFftSUhsCbE/view?usp=drivesdk,https://drive.google.com/file/d/1uhsrOIYVbmM1DQPdllOSbJxJwrPeAf9u/view?usp=drive_link,,394510,
21/11/2025 18:20:46,Sanya Ranadive-Pal-Advanced Python Programming (5 Modules) (M-2 & M-3),Advanced Python Programming (5 Modules) (M-2 & M-3),Sanya Ranadive,9990012540,,,12th,Friend ,Job,Pal,"Tuesday, Thursday, Saturday",01:00 To 02:00,Vansh sir,463,,07/12/1980,19/11/2025,,Fastrack,Graduation ,https://drive.google.com/file/d/1rx7wRNIThJQpuRj3uoJx2Dfg0mJ_XrKu/view?usp=drive_link,https://drive.google.com/file/d/1dwdMd_6mgktKL5ezxQ8p862rjkeGLuAc/view?usp=drivesdk,Udhna,395005,
21/11/2025 16:43:04,Keya Mahabal-Pal-Video Editing,Video Editing,KEYA MAHABAL,9990046532,888225993,"G-869, Stub Sankul, Citylight",11th ,Walkin,Student ,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",06:00 To 07:00,subin sir,464,keyamahabal3877@example.com,18/06/2007,20/11/2025,,,BBA,,https://drive.google.com/file/d/1J6sp4hn0Y9H6MBTyFpp6eZ7ESghnc0PD/view?usp=drivesdk,Pal,395005,
24/11/2025 12:08:17,Pooja Tembe-Pal-Business Analytics ,Business Analytics ,Pooja Tembe,8880064824,6660055259,"B-163, Demo Enclave, Althan",Na,old student,Business,Pal,All Days,02:00 To 03:00,Mansi mam,465 & 466,poojatembe6868@example.com,12/05/1987,22/11/2025,,,BBA,https://drive.google.com/file/d/1BAONHHj_ZUEwiDyunicP3iqUzkpNVsfn/view?usp=drive_link,,,395006,
27/11/2025 18:35:43,Radhika Bapat-Vesu-Canva ,Canva ,Radhika Bapat,6660077908,9991154560,"C-456, Specimen Skyline, Varachha",12th completed ,Friend ,Freelance,Vesu,"Monday, Wednesday, Friday",04:00 To 05:00,Siddharth Sir,306,radhikabapat6209@example.com,01/02/1992,27/11/2025,8882261099,,10th completed ,,https://drive.google.com/file/d/1HG82HZFRc1tkMOnl7fMCtrcpNIHrvJBt/view?usp=drivesdk,Rander,395006,
07/12/2025 16:20:45,Rudra Ahluwalia-Citylight-Business Analytics,Business Analytics,rudra ahluwalia,8880085013,,"C-1151, Testvan Residency, Palanpur",B.C.A,Family,student,Citylight,All Days,03:00 To 04:00,Mansi mam,234,rudraahluwalia8990@example.com,,07/12/2025,,,,,https://drive.google.com/open?id=1oj-01L512brHKhs7VEgL7Dx7xq28Tbds,Piplod,395007,
10/12/2025 14:37:21,Shaurya Wadekar-Pal-Advanced Graphic Designing (6 mths) ,Advanced Graphic Designing (6 mths) ,Shaurya Wadekar,8880004714,6660096144,"A-418, Demo Enclave, Jahangirpura",9,Old students,Housewife ,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",02:00 To 03:00,Mansi Mam,468,shauryawadekar7337@example.com,24/09/1995,10/12/2025,,,Graduation ,,,Katargam,395005,
13/12/2025 9:46:31,Keya Talpade-Pal-Basic Computer Accounting (module 2 & 3),Basic Computer Accounting (module 2 & 3),Keya Talpade,6660078329,"8882245443, 9990019760","E-680, Faux Fortune, Bhatar",Bcom,Old Enquiry,Student,Pal,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",01:00 To 02:00,Vansh Sir,469,keyatalpade877@example.com,,13-12-2025,,,12th commerce,https://drive.google.com/file/d/1uROAdBfQyQqDVsIROnSUixF4_K5R97Tj/view?usp=drive_link,https://drive.google.com/file/d/11j18JFznG80QBNJOIko2NF_vKP_1Rocy/view?usp=drivesdk,Althan,39500,
17/12/2025 16:30:08,Tanvi Velankar-Vesu-C Programming,C Programming,Tanvi Velankar ,+155501055,888002550,"A-1041, Testvan Residency, Bhatar",9th std,Friend ,Freelance,Vesu,"Tuesday, Thursday, Saturday",06:00 To 07:00,Yash sir,308,NA,18/05/2013,16/12/2025,8882290916,,8th std,https://drive.google.com/file/d/1qo2DxmE0SvAElDBfx77kplyh-NneTR0I/view?usp=drive_link,,Pandesara,394210,
28/12/2025 17:25:02,Vedant Ranadive-Citylight-Full Stack Development,Full Stack Development,Vedant Ranadive ,8880098337,7770048552,"E-794, Dummy Darshan, Pandesara",Na,Social Media ,Teacher,Citylight,"Monday, Wednesday, Friday",07:00 To 08:00,Yash k,235,vedantranadive854@example.com,19/04/1991,27/12/2025,,,,,https://drive.google.com/file/d/1mVCUnviWArilpZ5Lv8qx952zL9cCys0Z/view?usp=drive_link,Citylight,,
01/01/2026 12:14:57,Dhruv Tembe-Pal-Python Programming,Python Programming,Dhruv Tembe,9991148965,777009169,"G-374, Mocklight Apartments, Piplod",Na,Friends,NA,Pal,"Tuesday, Thursday, Saturday",11:00 To 12:00,Vansh Sir,470,,13/10/1993,30/12/2025,,,BBA,,https://drive.google.com/file/d/1DqESfxzsqgyF79aJ0SN95vmbNje9ognm/view?usp=drive_link,,,
31/12/2025 20:59:59,Dhruv Tembe-Pal-Video Editing,Video Editing,Dhruv Tembe,8880078664,9990083028,"E-353, Mocklight Apartments, Parle point",11,Indiamart,,Pal,All Days,02:00 To 03:00,subin sir,471,,21/09/1988,30/12/2025,,,Bcom,,https://drive.google.com/file/d/1d9fYXe1xTS6jwT4u2M8Fop4TSqfEsiut/view?usp=drive_link,Pal,305007,
02/01/2026 20:14:13,Mansi-Pal-Advanced Excel (M-1 & M-2),Advanced Excel (M-1 & M-2),Oak Riddhi,9991193043,,"D-693, Mocklight Apartments, Magdalla",11,Old Enquiry,Housewife,Pal,All Days,01:00 To 02:00,Siddharth Sir,473,riddhioak3778@example.com,,02/01/2026,9991117975,,Graduation ,https://drive.google.com/file/d/1DdnK9pQaUQFuLKMPICM3iMwRfY-5QLyH/view?usp=drive_link,https://drive.google.com/file/d/145uuJYKPfkIKoUBHNOei-8WrlJUUUngQ/view?usp=drive_link,Rander,394510,
06/01/2026 13:07:01,Tirth Ganvir-Citylight-10th std school course,10th std school course,Tirth Ganvir,88822049913,7770015306,"G-526, Stub Sankul, Katargam",Graduate,,NA,Citylight,"Tuesday, Thursday, Saturday",11:00 To 12:00,Siddharth sir,240,tirthganvir2083@example.com,,NA,,,12th commerce,,https://drive.google.com/file/d/1Iah1H1WStRLIi8iwKHlqeh6ujSFl2oxP/view?usp=drive_link,New citylight,395009,
11/01/2026 10:57:28,Arnav Bapat-Vesu-12th Computer Science,12th Computer Science,Arnav Bapat,+8199911209234,,"A-121, Notional Nivas, Vesu",10,Banner,Business,Vesu,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",03:00 To 04:00,Yash Sir,309 & 310,arnavbapat1288@example.con,05/04/1982,09/01/2026,,,10th completed ,,https://drive.google.com/file/d/11haCaSiwZgtNeKH0J-3cvL7R91WnO1LE/view?usp=drivesdk,Citylight,395005,
