Timestamp,Student Name,Mobile No (Student),Mobile No (Father / Guardian),Email Address,Date of Birth,Date of Admission,Course,Receipt ID
09/12/2025 00:00:00,Vedant Kalelkar 14950,6660004447,6660068221,student14950@example.com,26/06/2000,09/12/2025,Agentic AI & Automation Specialist,15950
09/02/2025 00:00:00,Arnav Nadkarni 14951,7770062158,6660085323,student14951@example.com,11/09/1992,09/02/2025,Advanced Data Analytics,15951
04/05/2025 00:00:00,Divya Lele 14952,7770017962,9990092114,student14952@example.com,08/03/1993,04/05/2025,Agentic AI & Automation Specialist,15952
11/07/2025 00:00:00,Mahek Marathe 14953,9991125560,8880037275,student14953@example.in,30/01/2008,11/07/2025,Agentic AI & Automation Specialist,15953
14/09/2025 00:00:00,Shreya Phadke 14954,6660026281,9990078864,student14954@example.com,16/05/2007,14/09/2025,Agentic AI & Automation Specialist,15954
12/03/2025 00:00:00,Bhavya Oak 14955,8880063937,7770006674,student14955@example.com,17/01/1999,12/03/2025,Professional Office & Generative AI Essentials,15955
11/10/2025 00:00:00,Siddhi Nadkarni 14956,9991138740,7770078838,student14956@example.com,13/02/1997,11/10/2025,Advanced Data Analytics,15956
14/03/2025 00:00:00,Darsh Chaphekar 14957,8880081403,8882202261,student14957@example.in,16/03/1999,14/03/2025,Adv. Cert. in Data Analytics & Data Science,15957
24/06/2025 00:00:00,Kavya Ubhaykar 14958,7770048086,9990035838,student14958@example.com,07/01/1994,24/06/2025,Professional Office & Generative AI Essentials,15958
15/02/2025 00:00:00,Krupa Dandekar 3519,8880023803,8882257371,student3519@example.in,15/05/2001,15/02/2025,Agentic AI & Automation Specialist,15959
20/03/2025 00:00:00,Urvi Ranadive 1104,7770094264,6660058889,student1104@example.com,16/05/2011,20/03/2025,Professional Office & Generative AI Essentials,15960
02/07/2025 00:00:00,Shaurya Vartak 14961,9991159466,6660056343,student14961@example.com,10/12/1998,02/07/2025,Professional Office & Generative AI Essentials,15961
05/12/2025 00:00:00,Samarth Chandorkar 14962,8882250379,8880091747,student14962@example.in,11/02/1994,05/12/2025,Advanced Data Analytics,15962
20/04/2025 00:00:00,Zeel Ranadive 14963,6660005733,8880076563,student14963@example.com,16/05/1991,20/04/2025,Agentic AI & Automation Specialist,15963
01/06/2025 00:00:00,Lakshya Joglekar 14964,8882211465,7770038226,student14964@example.com,26/05/1991,01/06/2025,Adv. Cert. in Data Analytics & Data Science,15964
13/07/2025 00:00:00,Divya Dhond 14965,8880064019,8882202283,student14965@example.com,13/01/2001,13/07/2025,Agentic AI & Automation Specialist,15965
02/08/2025 00:00:00,Darsh Hardikar 14966,9991101476,8882203791,student14966@example.in,08/02/2007,02/08/2025,Advanced Data Analytics,15966
08/03/2025 00:00:00,Ananya Wadekar 14967,9991111594,6660036895,student14967@example.in,22/02/2009,08/03/2025,Agentic AI & Automation Specialist,15967
23/02/2025 00:00:00,Mihir Sathaye 14968,6660074383,9991159326,student14968@example.com,15/07/2001,23/02/2025,Adv. Cert. in Data Analytics & Data Science,15968
06/10/2025 00:00:00,Anish Mahabal 14969,9990090662,8882247047,student14969@example.com,13/05/2012,06/10/2025,Professional Office & Generative AI Essentials,15969
02/07/2025 00:00:00,Aditi Kirloskar 14970,8882283765,6660026455,student14970@example.com,13/04/2012,02/07/2025,Professional Office & Generative AI Essentials,15970
03/08/2025 00:00:00,Priya Paranjape 14971,7770048166,9991175630,student14971@example.com,13/11/1989,03/08/2025,Advanced Data Analytics,15971
25/04/2025 00:00:00,Pooja Wadekar 12977,6660010043,8882252887,student12977@example.in,03/02/1997,25/04/2025,Advanced Data Analytics,15972
26/03/2025 00:00:00,Naisha Yardi 14973,9991109900,6660072191,student14973@example.com,15/03/1997,26/03/2025,Professional Office & Generative AI Essentials,15973
17/09/2025 00:00:00,Hetvi Phadke 14974,6660063509,9990081326,student14974@example.com,09/09/1998,17/09/2025,Adv. Cert. in Data Analytics & Data Science,15974
15/04/2025 00:00:00,Rudra Velankar 14975,6660036557,8882248125,student14975@example.com,19/10/1992,15/04/2025,Agentic AI & Automation Specialist,15975
05/01/2025 00:00:00,Tanvi Marathe 14976,9991137872,9990098710,student14976@example.com,09/10/1998,05/01/2025,Professional Office & Generative AI Essentials,15976
11/06/2025 00:00:00,Pooja Marathe 14977,8882218655,9990006696,student14977@example.com,28/11/2007,11/06/2025,Professional Office & Generative AI Essentials,15977
02/01/2025 00:00:00,Samarth Inamdar 14978,6660045177,9991128102,student14978@example.com,22/05/1998,02/01/2025,Adv. Cert. in Data Analytics & Data Science,15978
17/01/2025 00:00:00,Aarav Talpade 14979,6660088603,8880075265,student14979@example.com,30/01/2009,17/01/2025,Adv. Cert. in Data Analytics & Data Science,15979
02/07/2025 00:00:00,Lakshya Ahluwalia 14980,9991189730,8882249865,student14980@example.com,08/10/1999,02/07/2025,Professional Office & Generative AI Essentials,15980
14/06/2025 00:00:00,Sanya Mhatre 14981,8880035783,6660076231,student14981@example.com,16/06/2004,14/06/2025,Professional Office & Generative AI Essentials,15981
09/07/2025 00:00:00,Ananya Karnik 14982,9991183322,8882218731,student14982@example.com,03/12/1999,09/07/2025,Advanced Data Analytics,15982
27/01/2025 00:00:00,Raghav Lele 14983,6660028209,9991110660,student14983@example.com,29/08/1996,27/01/2025,Adv. Cert. in Data Analytics & Data Science,15983
27/04/2025 00:00:00,Khushi Kelkar 14984,7770028682,8880003741,student14984@example.com,10/01/1994,27/04/2025,Adv. Cert. in Data Analytics & Data Science,15984
21/05/2025 00:00:00,Nidhi Nene 14985,8882292109,7770002726,student14985@example.in,28/12/1988,21/05/2025,Adv. Cert. in Data Analytics & Data Science,15985
19/07/2025 00:00:00,Tanish Marathe 14986,6660047797,8880024469,student14986@example.in,29/03/2003,19/07/2025,Advanced Data Analytics,15986
19/04/2025 00:00:00,Charvi Chitnis 14987,9990063072,6660063825,student14987@example.com,06/08/2001,19/04/2025,Professional Office & Generative AI Essentials,15987
21/04/2025 00:00:00,Krupa Kirloskar 14988,6660068779,9991142390,student14988@example.in,07/07/1998,21/04/2025,Agentic AI & Automation Specialist,15988
07/02/2025 00:00:00,Isha Inamdar 14989,7770010242,6660044975,student14989@example.in,19/01/2005,07/02/2025,Advanced Data Analytics,15989
16/11/2025 00:00:00,Manan Gokhale 14990,8880077959,7770097850,student14990@example.com,23/04/2005,16/11/2025,Adv. Cert. in Data Analytics & Data Science,15990
18/08/2025 00:00:00,Krish Dandekar 14991,7770083094,8882263323,student14991@example.com,04/12/1995,18/08/2025,Professional Office & Generative AI Essentials,15991
09/05/2025 00:00:00,Namra Ubhaykar 14992,9991140732,8882215557,student14992@example.com,01/12/1995,09/05/2025,Agentic AI & Automation Specialist,15992
07/05/2025 00:00:00,Meera Chaphekar 14993,6660005007,6660009137,student14993@example.com,24/12/1989,07/05/2025,Adv. Cert. in Data Analytics & Data Science,15993
05/04/2025 00:00:00,Khushi Mahabal 10044,8882214721,7770093656,student10044@example.com,16/07/2005,05/04/2025,Advanced Data Analytics,15994
14/05/2025 00:00:00,Tirth Deolekar 7806,9990068806,8882291677,student7806@example.com,05/12/2008,14/05/2025,Agentic AI & Automation Specialist,15995
14/07/2025 00:00:00,Neel Ranadive 14996,8882260751,9990033086,student14996@example.com,13/09/2003,14/07/2025,Professional Office & Generative AI Essentials,15996
10/05/2025 00:00:00,Zeel Bapat 14997,8882230011,8882291467,student14997@example.com,26/02/2004,10/05/2025,Professional Office & Generative AI Essentials,15997
04/07/2025 00:00:00,Pooja Yardi 14998,9991110286,9991102940,student14998@example.com,10/07/2004,04/07/2025,Adv. Cert. in Data Analytics & Data Science,15998
08/05/2025 00:00:00,Zeel Ranadive 14999,8880031985,7770030072,student14999@example.com,01/10/1993,08/05/2025,Professional Office & Generative AI Essentials,15999
25/11/2025 00:00:00,Samarth Mahabal 1831,6660016431,8880003247,student1831@example.in,12/05/1992,25/11/2025,Agentic AI & Automation Specialist,16000
20/09/2025 00:00:00,Shreya Vartak 15001,9990000544,7770098854,student15001@example.in,30/07/1990,20/09/2025,Advanced Data Analytics,16001
03/08/2025 00:00:00,Kavya Talpade 15002,9991109142,8882273139,student15002@example.com,16/10/1989,03/08/2025,Agentic AI & Automation Specialist,16002
23/12/2025 00:00:00,Ishan Nadkarni 15003,9991154152,8880031947,student15003@example.com,15/07/2000,23/12/2025,Professional Office & Generative AI Essentials,16003
11/12/2025 00:00:00,Raghav Sathaye 15004,7770018440,7770056066,student15004@example.com,12/03/1992,11/12/2025,Adv. Cert. in Data Analytics & Data Science,16004
19/04/2025 00:00:00,Vansh Chitnis 15005,8880014889,8880059289,student15005@example.com,01/02/1996,19/04/2025,Advanced Data Analytics,16005
07/01/2025 00:00:00,Meera Paranjape 15006,8882217825,7770022776,student15006@example.com,09/02/1992,07/01/2025,Agentic AI & Automation Specialist,16006
08/08/2025 00:00:00,Devansh Yardi 15007,9991115436,6660074823,student15007@example.com,04/08/2003,08/08/2025,Agentic AI & Automation Specialist,16007
06/06/2025 00:00:00,Ishan Velankar 15008,8882226507,9991196882,student15008@example.com,09/11/1994,06/06/2025,Advanced Data Analytics,16008
15/06/2025 00:00:00,Vihaan Phadke 635,9990012212,7770018436,student635@example.com,23/01/2002,15/06/2025,Agentic AI & Automation Specialist,16009
28/11/2025 00:00:00,Harshil Hardikar 15010,6660078003,8882267661,student15010@example.com,26/12/1993,28/11/2025,Adv. Cert. in Data Analytics & Data Science,16010
21/06/2025 00:00:00,Dhruv Jamdar 15011,9990098366,9990043456,student15011@example.com,22/05/1996,21/06/2025,Professional Office & Generative AI Essentials,16011
25/12/2025 00:00:00,Dhruv Sahasrabuddhe 15012,6660038349,6660018021,student15012@example.com,11/11/1995,25/12/2025,Agentic AI & Automation Specialist,16012
17/11/2025 00:00:00,Bhavya Sahasrabuddhe 15013,9990007396,8882202427,student15013@example.com,15/06/2003,17/11/2025,Professional Office & Generative AI Essentials,16013
26/09/2025 00:00:00,Pranav Paranjape 15014,8880087665,8880089771,student15014@example.com,21/01/2009,26/09/2025,Agentic AI & Automation Specialist,16014
20/12/2025 00:00:00,Dhruv Mhatre 15015,8880048207,8880085675,student15015@example.in,08/07/1992,20/12/2025,Professional Office & Generative AI Essentials,16015
01/02/2025 00:00:00,Jiya Nadkarni 15016,8882280387,9990036302,student15016@example.com,03/03/2001,01/02/2025,Advanced Data Analytics,16016
06/03/2025 00:00:00,Hetvi Tembe 15017,8880051775,8880076049,student15017@example.com,06/10/1991,06/03/2025,Advanced Data Analytics,16017
13/02/2025 00:00:00,Raghav Nadkarni 15018,8882220667,8880009603,student15018@example.com,26/05/1997,13/02/2025,Adv. Cert. in Data Analytics & Data Science,16018
22/03/2025 00:00:00,Advait Oak 15019,7770055256,8882237015,student15019@example.com,17/11/1989,22/03/2025,Professional Office & Generative AI Essentials,16019
18/06/2025 00:00:00,Eshan Nadkarni 15020,9991163588,8880086179,student15020@example.com,18/10/2007,18/06/2025,Agentic AI & Automation Specialist,16020
04/04/2025 00:00:00,Charvi Jamdar 15021,9991120224,6660022333,student15021@example.com,15/04/1997,04/04/2025,Agentic AI & Automation Specialist,16021
19/09/2025 00:00:00,Radhika Lele 8669,8882265521,9991173264,student8669@example.com,24/03/1990,19/09/2025,Adv. Cert. in Data Analytics & Data Science,16022
08/04/2025 00:00:00,Pranav Oak 15023,8882258201,6660098689,student15023@example.com,16/07/1999,08/04/2025,Adv. Cert. in Data Analytics & Data Science,16023
13/09/2025 00:00:00,Eshan Barhate 15024,7770014340,6660061407,student15024@example.com,14/04/2009,13/09/2025,Adv. Cert. in Data Analytics & Data Science,16024
11/05/2025 00:00:00,Avni Nadkarni 15025,8880011447,8882242905,student15025@example.in,09/11/2000,11/05/2025,Advanced Data Analytics,16025
10/07/2025 00:00:00,Avni Sathaye 15026,8880021645,7770075942,student15026@example.com,10/11/2001,10/07/2025,Advanced Data Analytics,16026
07/09/2025 00:00:00,Harshil Ganvir 15027,7770021556,9991128984,student15027@example.com,08/07/1993,07/09/2025,Agentic AI & Automation Specialist,16027
20/10/2025 00:00:00,Rudra Paranjape 15028,8882243277,8880072367,student15028@example.com,27/01/1994,20/10/2025,Adv. Cert. in Data Analytics & Data Science,16028
02/08/2025 00:00:00,Anish Hardikar 15029,9991182406,9990008400,student15029@example.in,17/04/2003,02/08/2025,Professional Office & Generative AI Essentials,16029
21/07/2025 00:00:00,Aditi Mahabal 15030,9991147344,9990030776,student15030@example.com,09/10/2004,21/07/2025,Professional Office & Generative AI Essentials,16030
16/03/2025 00:00:00,Avni Dandekar 15031,6660099169,9991145994,student15031@example.com,03/10/2005,16/03/2025,Professional Office & Generative AI Essentials,16031
06/11/2025 00:00:00,Dhruv Ubhaykar 15032,8880007421,8880045431,student15032@example.com,15/06/2004,06/11/2025,Advanced Data Analytics,16032
22/05/2025 00:00:00,Dhruv Tembe 15033,9990013304,7770028256,student15033@example.in,21/06/1997,22/05/2025,Professional Office & Generative AI Essentials,16033
19/11/2025 00:00:00,Tanish Sahasrabuddhe 15034,9991134348,7770072444,student15034@example.com,05/11/2002,19/11/2025,Advanced Data Analytics,16034
20/07/2025 00:00:00,Sanya Tembe 15035,6660019139,7770009450,student15035@example.com,04/01/2010,20/07/2025,Agentic AI & Automation Specialist,16035
16/07/2025 00:00:00,Neel Khaparde 15036,9990021376,6660042119,student15036@example.com,18/04/2005,16/07/2025,Adv. Cert. in Data Analytics & Data Science,16036
13/02/2025 00:00:00,Priya Deolekar 15037,8882217807,6660007627,student15037@example.com,11/07/1990,13/02/2025,Adv. Cert. in Data Analytics & Data Science,16037
03/02/2025 00:00:00,Urvi Kelkar 15038,9990064272,9990047790,student15038@example.com,26/01/2005,03/02/2025,Adv. Cert. in Data Analytics & Data Science,16038
27/11/2025 00:00:00,Ishan Inamdar 15039,7770067698,8880043061,student15039@example.in,02/01/1989,27/11/2025,Adv. Cert. in Data Analytics & Data Science,16039
08/06/2025 00:00:00,Mihir Talpade 15040,7770035404,8882207345,student15040@example.com,24/08/1991,08/06/2025,Adv. Cert. in Data Analytics & Data Science,16040
28/05/2025 00:00:00,Hetvi Nadkarni 15041,9990082422,6660092139,student15041@example.com,12/07/2012,28/05/2025,Professional Office & Generative AI Essentials,16041
20/10/2025 00:00:00,Rudra Marathe 15042,6660071277,8882250263,student15042@example.com,29/06/1989,20/10/2025,Agentic AI & Automation Specialist,16042
02/06/2025 00:00:00,Krish Deolekar 7918,8880045359,9990015372,student7918@example.in,10/07/1995,02/06/2025,Professional Office & Generative AI Essentials,16043
19/09/2025 00:00:00,Krish Talpade 15044,7770080972,9991134954,student15044@example.com,13/02/2005,19/09/2025,Professional Office & Generative AI Essentials,16044
04/03/2025 00:00:00,Garv Rege 15045,7770040798,8880007403,student15045@example.com,02/04/1989,04/03/2025,Adv. Cert. in Data Analytics & Data Science,16045
25/10/2025 00:00:00,Khushi Chaphekar 15046,8882267247,8882210421,student15046@example.com,20/06/1993,25/10/2025,Advanced Data Analytics,16046
09/01/2025 00:00:00,Rachit Nadkarni 15047,8882236153,8880044383,student15047@example.com,21/12/2008,09/01/2025,Adv. Cert. in Data Analytics & Data Science,16047
23/05/2025 00:00:00,Rhea Rege 15048,8880068593,7770025248,student15048@example.com,05/11/1988,23/05/2025,Professional Office & Generative AI Essentials,16048
02/08/2025 00:00:00,Disha Godbole 15049,9991121244,9991184462,student15049@example.in,25/05/1995,02/08/2025,Professional Office & Generative AI Essentials,16049
19/04/2025 00:00:00,Lakshya Joglekar 15050,6660092705,8880040679,student15050@example.com,26/01/1991,19/04/2025,Advanced Data Analytics,16050
19/09/2025 00:00:00,Hetvi Ranadive 15051,6660014991,8880044547,student15051@example.com,10/04/1994,19/09/2025,Agentic AI & Automation Specialist,16051
10/04/2025 00:00:00,Divya Barhate 15052,9991140644,6660080339,student15052@example.in,07/05/2003,10/04/2025,Advanced Data Analytics,16052
21/06/2025 00:00:00,Sachi Chitnis 15053,8880092087,8882225155,student15053@example.com,16/11/1992,21/06/2025,Advanced Data Analytics,16053
04/01/2025 00:00:00,Anish Wagle 15054,8882272953,8880023057,student15054@example.com,29/12/1992,04/01/2025,Adv. Cert. in Data Analytics & Data Science,16054
27/09/2025 00:00:00,Rachit Mhatre 15055,9990052218,9991190000,student15055@example.in,09/01/1991,27/09/2025,Advanced Data Analytics,16055
07/03/2025 00:00:00,Advait Tembe 15056,9991133854,9991115396,student15056@example.com,25/01/1995,07/03/2025,Professional Office & Generative AI Essentials,16056
23/06/2025 00:00:00,Keya Gokhale 15057,9990001710,8882294095,student15057@example.com,12/11/2004,23/06/2025,Agentic AI & Automation Specialist,16057
09/09/2025 00:00:00,Harshil Phadke 15058,6660065935,8882286567,student15058@example.com,10/02/2009,09/09/2025,Professional Office & Generative AI Essentials,16058
20/08/2025 00:00:00,Namra Talpade 15059,6660008347,9991184756,student15059@example.in,26/11/2006,20/08/2025,Professional Office & Generative AI Essentials,16059
26/01/2025 00:00:00,Jainam Velankar 15060,9991194228,8882299233,student15060@example.com,23/11/2006,26/01/2025,Advanced Data Analytics,16060
11/06/2025 00:00:00,Arnav Wagle 15061,7770070142,7770034268,student15061@example.com,31/07/2007,11/06/2025,Advanced Data Analytics,16061
13/10/2025 00:00:00,Disha Sahasrabuddhe 15062,9990095458,9990081040,student15062@example.com,04/01/1994,13/10/2025,Adv. Cert. in Data Analytics & Data Science,16062
28/07/2025 00:00:00,Kavya Kirloskar 15063,7770043980,9990017266,student15063@example.com,12/11/1997,28/07/2025,Advanced Data Analytics,16063
02/12/2025 00:00:00,Ananya Hardikar 15064,9991123126,9991106070,student15064@example.in,08/07/1988,02/12/2025,Advanced Data Analytics,16064
04/05/2025 00:00:00,Avni Jamdar 15065,7770087118,8882256113,student15065@example.com,08/03/1999,04/05/2025,Adv. Cert. in Data Analytics & Data Science,16065
18/06/2025 00:00:00,Urvi Wadekar 15066,9990014616,8880070291,student15066@example.com,01/09/2008,18/06/2025,Professional Office & Generative AI Essentials,16066
27/12/2025 00:00:00,Garv Velankar 15067,8880038349,9990072102,student15067@example.com,03/04/1992,27/12/2025,Advanced Data Analytics,16067
22/10/2025 00:00:00,Vedant Kalelkar 11561,8880019179,9991110054,student11561@example.com,11/01/1994,22/10/2025,Adv. Cert. in Data Analytics & Data Science,16068
01/02/2025 00:00:00,Nidhi Kelkar 15069,8882220197,8882229625,student15069@example.in,21/01/1991,01/02/2025,Advanced Data Analytics,16069
15/01/2025 00:00:00,Riddhi Tembe 15070,7770016474,8882245955,student15070@example.com,26/02/1997,15/01/2025,Adv. Cert. in Data Analytics & Data Science,16070
08/02/2025 00:00:00,Naisha Tembe 15071,6660099421,9991140326,student15071@example.com,10/01/2005,08/02/2025,Agentic AI & Automation Specialist,16071
18/11/2025 00:00:00,Parth Bhide 15072,8882241471,6660079489,student15072@example.com,18/12/2006,18/11/2025,Advanced Data Analytics,16072
26/04/2025 00:00:00,Tanvi Dandekar 15073,7770070792,8880081995,student15073@example.com,11/04/1992,26/04/2025,Advanced Data Analytics,16073
25/02/2025 00:00:00,Ishan Barhate 15074,8882228931,6660039575,student15074@example.in,16/11/2011,25/02/2025,Agentic AI & Automation Specialist,16074
23/08/2025 00:00:00,Samarth Godbole 15075,8882231235,7770082988,student15075@example.com,25/11/2005,23/08/2025,Professional Office & Generative AI Essentials,16075
01/03/2025 00:00:00,Anish Paranjape 15076,8882298501,8882206689,student15076@example.com,05/04/2003,01/03/2025,Advanced Data Analytics,16076
02/10/2025 00:00:00,Vedant Lele 15077,6660030075,9991132394,student15077@example.com,30/05/1997,02/10/2025,Adv. Cert. in Data Analytics & Data Science,16077
26/12/2025 00:00:00,Ishan Vartak 15078,7770034674,9991168566,student15078@example.in,18/11/1998,26/12/2025,Adv. Cert. in Data Analytics & Data Science,16078
28/03/2025 00:00:00,Krupa Jamdar 15079,8880024795,8880014853,student15079@example.com,24/07/1991,28/03/2025,Adv. Cert. in Data Analytics & Data Science,16079
17/02/2025 00:00:00,Samarth Rege 15080,6660053689,8880000289,student15080@example.com,23/02/1990,17/02/2025,Advanced Data Analytics,16080
11/06/2025 00:00:00,Garv Wadekar 15081,7770038400,7770099698,student15081@example.in,14/10/1990,11/06/2025,Professional Office & Generative AI Essentials,16081
13/04/2025 00:00:00,Urvi Jamdar 15082,9990054876,9990095196,student15082@example.com,03/09/2007,13/04/2025,Agentic AI & Automation Specialist,16082
21/06/2025 00:00:00,Parth Jamdar 15083,8882215599,8880023711,student15083@example.com,16/07/2004,21/06/2025,Professional Office & Generative AI Essentials,16083
22/01/2025 00:00:00,Urvi Paranjape 15084,8880008819,7770017602,student15084@example.in,24/03/2011,22/01/2025,Adv. Cert. in Data Analytics & Data Science,16084
15/05/2025 00:00:00,Samarth Mahabal 15085,8880027339,6660009409,student15085@example.com,25/05/1996,15/05/2025,Agentic AI & Automation Specialist,16085
21/12/2025 00:00:00,Vedant Khaparde 15086,6660053611,9990027476,student15086@example.com,26/06/2012,21/12/2025,Adv. Cert. in Data Analytics & Data Science,16086
25/09/2025 00:00:00,Mahek Dhond 15087,9991177060,8880035039,student15087@example.com,08/03/2009,25/09/2025,Professional Office & Generative AI Essentials,16087
15/07/2025 00:00:00,Krupa Chaphekar 15088,7770096304,9991139284,student15088@example.com,22/04/1993,15/07/2025,Professional Office & Generative AI Essentials,16088
25/05/2025 00:00:00,Ishan Nene 15089,7770010866,9990038342,student15089@example.com,12/09/1988,25/05/2025,Advanced Data Analytics,16089
05/12/2025 00:00:00,Dhruv Kalelkar 15090,8880089817,6660070627,student15090@example.com,25/01/2005,05/12/2025,Agentic AI & Automation Specialist,16090
22/08/2025 00:00:00,Devansh Tembe 15091,8882293073,6660099949,student15091@example.com,28/04/2005,22/08/2025,Adv. Cert. in Data Analytics & Data Science,16091
19/11/2025 00:00:00,Manan Chitnis 15092,6660008263,8880004233,student15092@example.com,07/12/1992,19/11/2025,Professional Office & Generative AI Essentials,16092
26/02/2025 00:00:00,Manan Mhatre 15093,9990047730,9991155964,student15093@example.com,30/04/1995,26/02/2025,Advanced Data Analytics,16093
26/04/2025 00:00:00,Mahek Velankar 243,6660061963,7770060472,student243@example.com,05/01/2006,26/04/2025,Professional Office & Generative AI Essentials,16094
21/05/2025 00:00:00,Siddhi Kirloskar 15095,6660089253,7770010254,student15095@example.com,02/09/1988,21/05/2025,Agentic AI & Automation Specialist,16095
28/07/2025 00:00:00,Samarth Hardikar 15096,7770067942,8880081195,student15096@example.com,22/06/2002,28/07/2025,Agentic AI & Automation Specialist,16096
27/04/2025 00:00:00,Pranav Paranjape 15097,8882201143,8882294003,student15097@example.com,27/08/2002,27/04/2025,Adv. Cert. in Data Analytics & Data Science,16097
28/07/2025 00:00:00,Tanish Mhatre 15098,9990093312,7770042116,student15098@example.com,20/05/1997,28/07/2025,Adv. Cert. in Data Analytics & Data Science,16098
12/10/2025 00:00:00,Radhika Paranjape 15099,9991146222,9991123262,student15099@example.com,01/12/2008,12/10/2025,Agentic AI & Automation Specialist,16099
20/03/2025 00:00:00,Advait Ranadive 15100,6660045161,8882229079,student15100@example.com,19/05/1994,20/03/2025,Agentic AI & Automation Specialist,16100
10/05/2025 00:00:00,Namra Vartak 15101,6660005163,8882224151,student15101@example.com,28/07/1996,10/05/2025,Agentic AI & Automation Specialist,16101
03/11/2025 00:00:00,Bhavya Kirloskar 15102,6660052751,8880090461,student15102@example.com,04/02/1989,03/11/2025,Agentic AI & Automation Specialist,16102
12/06/2025 00:00:00,Divya Dhond 15103,7770064846,8882217703,student15103@example.com,28/12/2008,12/06/2025,Advanced Data Analytics,16103
23/10/2025 00:00:00,Kavya Paranjape 15104,8880052739,9991182600,student15104@example.com,03/02/1999,23/10/2025,Adv. Cert. in Data Analytics & Data Science,16104
28/02/2025 00:00:00,Urvi Kelkar 15105,7770059336,7770068940,student15105@example.com,21/05/2011,28/02/2025,Advanced Data Analytics,16105
20/02/2025 00:00:00,Tirth Ganvir 11793,6660043145,9991164228,student11793@example.com,17/02/1998,20/02/2025,Agentic AI & Automation Specialist,16106
06/02/2025 00:00:00,Namra Deolekar 15107,9991164240,6660029637,student15107@example.com,30/07/2005,06/02/2025,Advanced Data Analytics,16107
06/07/2025 00:00:00,Rachit Karnik 2164,8880010521,7770053884,student2164@example.com,27/12/1998,06/07/2025,Agentic AI & Automation Specialist,16108
26/02/2025 00:00:00,Vedant Ranadive 15109,7770031514,8880054185,student15109@example.com,15/07/1997,26/02/2025,Advanced Data Analytics,16109
02/01/2025 00:00:00,Priya Deolekar 15110,8880069301,9991145890,student15110@example.com,21/05/2008,02/01/2025,Advanced Data Analytics,16110
17/08/2025 00:00:00,Manan Limaye 15111,6660083839,9991196628,student15111@example.in,09/10/2006,17/08/2025,Advanced Data Analytics,16111
21/02/2025 00:00:00,Avni Inamdar 15112,7770047960,7770045720,student15112@example.in,17/03/2005,21/02/2025,Advanced Data Analytics,16112
23/01/2025 00:00:00,Advait Marathe 15113,6660056593,9990065568,student15113@example.com,26/11/2003,23/01/2025,Adv. Cert. in Data Analytics & Data Science,16113
24/11/2025 00:00:00,Zeel Kalelkar 15114,9991166936,9990064674,student15114@example.com,22/01/1988,24/11/2025,Professional Office & Generative AI Essentials,16114
03/05/2025 00:00:00,Riddhi Oak 15115,9991167320,7770066174,student15115@example.com,09/09/1988,03/05/2025,Adv. Cert. in Data Analytics & Data Science,16115
06/12/2025 00:00:00,Sachi Kalelkar 15116,9990006742,9991135224,student15116@example.com,25/06/2001,06/12/2025,Adv. Cert. in Data Analytics & Data Science,16116
03/08/2025 00:00:00,Shreya Karnik 15117,9990094008,8882285257,student15117@example.com,15/11/2009,03/08/2025,Professional Office & Generative AI Essentials,16117
02/02/2025 00:00:00,Pranav Nadkarni 15118,9990075142,6660056669,student15118@example.com,30/10/2005,02/02/2025,Adv. Cert. in Data Analytics & Data Science,16118
17/05/2025 00:00:00,Kavya Nene 15119,8880026187,9990092902,student15119@example.in,17/08/2008,17/05/2025,Professional Office & Generative AI Essentials,16119
18/10/2025 00:00:00,Naisha Lele 15120,6660061333,8882244815,student15120@example.com,14/01/1996,18/10/2025,Advanced Data Analytics,16120
02/09/2025 00:00:00,Eshan Godbole 15121,7770047438,7770004678,student15121@example.com,12/11/2010,02/09/2025,Adv. Cert. in Data Analytics & Data Science,16121
05/12/2025 00:00:00,Ananya Bhide 15122,8880055929,8880092893,student15122@example.com,04/11/2004,05/12/2025,Advanced Data Analytics,16122
27/10/2025 00:00:00,Aarav Rege 15123,9991128748,6660098983,student15123@example.com,17/04/1992,27/10/2025,Agentic AI & Automation Specialist,16123
25/04/2025 00:00:00,Devansh Sathaye 15124,9990056072,8882287939,student15124@example.in,29/06/2006,25/04/2025,Professional Office & Generative AI Essentials,16124
06/07/2025 00:00:00,Janvi Nene 15125,9991139400,6660035357,student15125@example.com,21/12/1989,06/07/2025,Agentic AI & Automation Specialist,16125
23/01/2025 00:00:00,Manan Oak 15126,8880039023,9990022606,student15126@example.com,16/03/2003,23/01/2025,Advanced Data Analytics,16126
07/05/2025 00:00:00,Manan Bhide 5372,9990013388,7770068688,student5372@example.com,15/11/2011,07/05/2025,Agentic AI & Automation Specialist,16127
22/06/2025 00:00:00,Rachit Ubhaykar 15128,9991109964,7770060852,student15128@example.com,07/11/2007,22/06/2025,Professional Office & Generative AI Essentials,16128
04/06/2025 00:00:00,Darsh Lele 15129,8880034625,9991156364,student15129@example.com,18/04/1996,04/06/2025,Agentic AI & Automation Specialist,16129
07/03/2025 00:00:00,Tirth Wadekar 15130,8882254129,8880003735,student15130@example.com,13/12/1999,07/03/2025,Advanced Data Analytics,16130
19/07/2025 00:00:00,Siddhi Kirloskar 15131,9990032928,9990065018,student15131@example.com,03/07/1997,19/07/2025,Advanced Data Analytics,16131
